Opportunity Name,Organization/Household Name: Organization/Household Name,Opportunity Record Type,Project: Project Name,Proposal Submission Date,Won Proposal,Opportunities Count,Project: Country Program: Country Program Name,Project: Research Not Managed by IPA,Allocation Type,Original Close Date,pi_position,pi_name
New Proposal for Early Child Development in Southern Province,United States Agency for International Development (USAID),Grant Proposal,Early Child Development in Southern Province,5/11/2018,0,1,Zambia,0.0,,5/11/2018,pi2,Gunther Fink
New Proposal for Early Child Development in Southern Province,United States Agency for International Development (USAID),Grant Proposal,Early Child Development in Southern Province,5/11/2018,0,1,Zambia,0.0,,5/11/2018,pi3,Nancy Scott
WBK-20-20036: Impact Evaluation of Nimble Messaging to Improve Early Child Development in Ecuador,World Bank,Grant Award,Early Childhood Development in Ecuador (ECDE),5/30/2018,1,1,Colombia,0.0,Allocation,2/12/2020,pi1,Megan Rounseville
"UNI-18-10002 Implementation support and documentation of Teaching at the Right Level (TARL)-PCA UNICEF, Ghana",United Nations Children's Fund (UNICEF),Grant Award,Early Childhood Education Qualitative Work,11/5/2018,1,1,Ghana,0.0,,1/21/2019,pi1,Sharon Wolf
"Rural Credit, Financial Literacy and Commitment Mechanisms in Agricultural Input Decisions",Wellspring Philanthropic Fund,Grant Proposal,Early Commitment Fertilizers,5/14/2015,0,1,Francophone West Africa,0.0,,5/14/2015,pi1,Andrew Dillon
NIH Exploratory/Developmental Research Grant Award (R21) Earth Enable RCT,"University of California, Berkeley",Grant Proposal,EarthEnable RCT,10/16/2019,0,1,Uganda,0.0,,10/16/2019,pi1,Joshua Gruber
NIH Exploratory/Developmental Research Grant Award (R21) Earth Enable RCT,"University of California, Berkeley",Grant Proposal,EarthEnable RCT,10/16/2019,0,1,Uganda,0.0,,10/16/2019,pi2,Paul Gertler
IGC3920 The Economic Impacts of Ebola on Firms in Sierra Leone,International Growth Centre (IGC),Grant Award,Ebola Firm Impacts,10/27/2014,1,1,Sierra Leone,0.0,,10/27/2014,pi1,Katherine Casey
IGC3920 The Economic Impacts of Ebola on Firms in Sierra Leone,International Growth Centre (IGC),Grant Award,Ebola Firm Impacts,10/27/2014,1,1,Sierra Leone,0.0,,10/27/2014,pi2,Rachel Glennerster
IGC3920 The Economic Impacts of Ebola on Firms in Sierra Leone,International Growth Centre (IGC),Grant Award,Ebola Firm Impacts,10/27/2014,1,1,Sierra Leone,0.0,,10/27/2014,pi3,Tavneet Suri
DFID Proposal for Ebola Mobile Health Messages,United Kingdom Department for International Development (DFID),Grant Proposal,Ebola Mobile Health Messages,11/16/2014,0,1,Sierra Leone,0.0,,11/16/2014,pi1,Tavneet Suri
DFID Proposal for Ebola Mobile Health Messages,United Kingdom Department for International Development (DFID),Grant Proposal,Ebola Mobile Health Messages,11/16/2014,0,1,Sierra Leone,0.0,,11/16/2014,pi2,Marcella Alsan
IGC0002 The Economic Impacts of the Ebola Outbreak Sierra Leone,International Growth Centre (IGC),Grant Award,Economic Impacts of Ebola,9/4/2014,1,1,Sierra Leone,0.0,,9/4/2014,pi1,Tavneet Suri
IGC0002 The Economic Impacts of the Ebola Outbreak Sierra Leone,International Growth Centre (IGC),Grant Award,Economic Impacts of Ebola,9/4/2014,1,1,Sierra Leone,0.0,,9/4/2014,pi2,Rachel Glennerster
IGC0002 The Economic Impacts of the Ebola Outbreak Sierra Leone,International Growth Centre (IGC),Grant Award,Economic Impacts of Ebola,9/4/2014,1,1,Sierra Leone,0.0,,9/4/2014,pi3,Kristen Himelein
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Economic Reintegration (ER),9/28/2015,1,1,Colombia,0.0,Internal Subaward,4/9/2018,pi1,Juan Tellez
"MIT0019 The Governance, Crime, & Conflict Initiative (Peace & Recovery Program)",Massachusetts Institute of Technology (MIT),Grant Award,Economic Reintegration (ER),9/28/2015,1,1,Colombia,0.0,Internal Subaward,4/9/2018,pi2,Mateo Villamizar
DUK1653 Network and Spillover Effects with Endogeneous Multidimensional Networks and Interventions (Kenya),Duke University,Grant Award,Economic and Psychosocial Effects of Cash Transfers,1/4/2017,1,1,Kenya,0.0,,7/16/2018,pi1,Mahreen Mahmud
SLO-20-10001 - Sloan Foundation Research Methods Competitive Fund (United States),Alfred P. Sloan Foundation,Grant Award,Economic conditions and electricity use data in Uganda,10/15/2020,1,1,Uganda,0.0,Internal Subaward,11/13/2020,pi1,Robert Pickmans
IZA-20-10005 - Economics of Women Entrepreneurship_GLM - LIC (Uganda),Institute for the Study of Labor (IZA),Grant Award,Economics of Women Entrepreneurship,11/11/2019,1,1,Uganda,0.0,Allocation,9/17/2020,pi1,Megan Lang
IZA-20-10005 - Economics of Women Entrepreneurship_GLM - LIC (Uganda),Institute for the Study of Labor (IZA),Grant Award,Economics of Women Entrepreneurship,11/11/2019,1,1,Uganda,0.0,Allocation,9/17/2020,pi2,Julia Seither
IDB-23-10060 - Ecuador-Migrants in the labor market (Peru),Inter-American Development Bank (IDB),Grant Award,Ecuador-Migrants in the labor market,7/12/2023,1,1,LAC-Other,0.0,Allocation,7/26/2023,pi1,Cynthia van der Werf
MIT0009:  JPAL PPE Educate in (Rwanda),Massachusetts Institute of Technology (MIT),Grant Award,Educate in Rwanda,9/15/2015,1,1,Rwanda,0.0,,2/29/2016,pi1,Moussa P. Blimpo
MIT0009:  JPAL PPE Educate in (Rwanda),Massachusetts Institute of Technology (MIT),Grant Award,Educate in Rwanda,9/15/2015,1,1,Rwanda,0.0,,2/29/2016,pi2,Todd Pugatch
CVI: Effects of soft skills on IPV through better choices,Massachusetts Institute of Technology (MIT),Grant Proposal,Educate! Follow-Up study,3/14/2018,0,1,Uganda,0.0,,3/16/2018,pi1,Laura Chioda
CVI: Effects of soft skills on IPV through better choices,Massachusetts Institute of Technology (MIT),Grant Proposal,Educate! Follow-Up study,3/14/2018,0,1,Uganda,0.0,,3/16/2018,pi2,Paul Gertler
New Proposal for Education - Energy Access,,Grant Proposal,Education - Energy Access,12/16/2015,0,1,Zambia,0.0,,4/4/2016,pi1,Ognen Stojanovski
New Proposal for Education - Energy Access,,Grant Proposal,Education - Energy Access,12/16/2015,0,1,Zambia,0.0,,4/4/2016,pi2,Mark C. Thurber
IDB Caribbean Education Survey,Inter-American Development Bank (IDB),Grant Proposal,Education Caribbean Survey,7/1/2021,0,1,LAC-Other,0.0,,7/1/2021,pi1,Emma Ingrid Naslund-Hadley
IDB-21-10030: Education and Socio-emotional support in Times of COVID-19 (Nicaragua),Inter-American Development Bank (IDB),Grant Award,Education and Socio-emotional support in Times of COVID-19 Nicaragua,3/24/2021,1,1,LAC-Other,0.0,Allocation,4/27/2021,pi1,Emma Ingrid Naslund-Hadley
IDB-21-10036 Educational Survey (Colombia),Inter-American Development Bank (IDB),Grant Award,Educational Survey Colombia,11/12/2021,1,1,LAC-Other,0.0,Allocation,11/10/2021,pi1,Emma Ingrid Naslund-Hadley
IDB-22-10055 Educational surveys LAC - Mexico (Peru),Inter-American Development Bank (IDB),Grant Award,Educational surveys in Mexico after Covid-19 pandemic,10/6/2022,1,1,LAC-Other,0.0,Allocation,11/30/2022,pi1,Emma Ingrid Naslund-Hadley
Eduqmais Follow Up 2020,University of Zurich,Grant Proposal,Eduq+,11/30/2018,0,1,Francophone West Africa,0.0,,11/30/2018,pi1,Sharon Wolf
MIT-24-20107: J-PAL (GI) - Edutainment Pilot Project (Tanzania),Massachusetts Institute of Technology (MIT),Grant Award,Edutainment to increase women?s political participation in rural Tanzania,11/30/2023,1,1,Tanzania,0.0,Allocation,3/7/2025,pi1,Donald Green
JHU0001 Cataract Surgery Information (Kenya),Johns Hopkins University,Grant Award,Effect of Information about Free Cataract Surgery on Demand,1/8/2018,1,1,Kenya,0.0,,7/25/2018,pi1,David Bishai
JHU0001 Cataract Surgery Information (Kenya),Johns Hopkins University,Grant Award,Effect of Information about Free Cataract Surgery on Demand,1/8/2018,1,1,Kenya,0.0,,7/25/2018,pi2,PhD Seema Kacker
OMI0003 Omidyar Effective Solutions to Education,Omidyar Network,Grant Award,Effective Education Solutions Ghana,5/2/2014,1,1,Ghana,0.0,,1/27/2015,pi1,Loic Watine
CWM-22-10001: RCT Ad-Supported Smartphones (Uganda),The College of William and Mary,Grant Award,Effective strategies to reduce the smartphone gender gap in Uganda,5/27/2022,1,1,Uganda,0.0,Allocation,8/19/2022,pi1,Philip Roessler
Social Pensions 3ie Proposal,International Initiative for Impact Evaluation (3ie),Grant Proposal,Effectiveness of Social Pension in Bangladesh,5/12/2016,0,1,Bangladesh,0.0,,5/12/2016,pi2,Heiner Salomon
Social Pensions 3ie Proposal,International Initiative for Impact Evaluation (3ie),Grant Proposal,Effectiveness of Social Pension in Bangladesh,5/12/2016,0,1,Bangladesh,0.0,,5/12/2016,pi3,Sebastian Fehrler
Social Pensions 3ie Proposal,International Initiative for Impact Evaluation (3ie),Grant Proposal,Effectiveness of Social Pension in Bangladesh,5/12/2016,0,1,Bangladesh,0.0,,5/12/2016,pi4,Urs Fischbacher
Social Pensions 3ie Proposal,International Initiative for Impact Evaluation (3ie),Grant Proposal,Effectiveness of Social Pension in Bangladesh,5/12/2016,0,1,Bangladesh,0.0,,5/12/2016,pi5,Kumar Biswas
Social Pensions 3ie Proposal,International Initiative for Impact Evaluation (3ie),Grant Proposal,Effectiveness of Social Pension in Bangladesh,5/12/2016,0,1,Bangladesh,0.0,,5/12/2016,pi6,Katharina Michaelowa
Social Pensions 3ie Proposal,International Initiative for Impact Evaluation (3ie),Grant Proposal,Effectiveness of Social Pension in Bangladesh,5/12/2016,0,1,Bangladesh,0.0,,5/12/2016,pi7,Atonu Rabbani
Social Pensions 3ie Proposal,International Initiative for Impact Evaluation (3ie),Grant Proposal,Effectiveness of Social Pension in Bangladesh,5/12/2016,0,1,Bangladesh,0.0,,5/12/2016,pi8,"Isabel Günther 
PhD Maria Viola Asri"
BMG-24-10015: Consumer Protection Research Initiative II,Gates Foundation,Grant Award,Effectiveness of consumer assistance chatbots in the Philippines,5/13/2024,1,1,Philippines,0.0,Allocation,7/15/2024,pi1,William Blackmon
BMG-24-10015: Consumer Protection Research Initiative II,Gates Foundation,Grant Award,Effectiveness of consumer assistance chatbots in the Philippines,5/13/2024,1,1,Philippines,0.0,Allocation,7/15/2024,pi2,Paul Adams
Effects of Predictable Income Volatility,University of Southern California,Grant Proposal,Effects of Predictable Income Volatility,2/10/2018,0,1,Kenya,0.0,,2/10/2018,pi1,Leandro Carvalho
Effects of information on secondary school attendance,"University of California, Berkeley",Grant Proposal,Effects of information on secondary school attendance,11/30/2018,0,1,Kenya,0.0,,12/3/2018,pi1,Stephanie Bonds
CNHF-22-10003 Hilton - Venezuelan migration initiative (Colombia),Conrad N. Hilton Foundation,Grant Award,Effects of the Venezuelan migration on the Colombian educational system,6/24/2022,1,1,Colombia,0.0,Allocation,6/24/2022,pi1,Felipe Barrera-Osorio
CNHF-22-10003 Hilton - Venezuelan migration initiative (Colombia),Conrad N. Hilton Foundation,Grant Award,Effects of the Venezuelan migration on the Colombian educational system,6/24/2022,1,1,Colombia,0.0,Allocation,6/24/2022,pi2,Diana Quintero
CNHF-22-10003 Hilton - Venezuelan migration initiative (Colombia),Conrad N. Hilton Foundation,Grant Award,Effects of the Venezuelan migration on the Colombian educational system,6/24/2022,1,1,Colombia,0.0,Allocation,6/24/2022,pi3,Joao Tampellini
Efficacy of GSMA?s mobile for development climate portfolio,The College of William and Mary,Grant Proposal,Efficacy of GSMA?s mobile for development climate portfolio,7/9/2024,0,1,Tanzania,0.0,Allocation,7/12/2024,pi1,Philip Roessler
IDB-21-10029: ECD in the Northern Triangle during the COVID-19 pandemic (El Salvador & Guatemala),Inter-American Development Bank (IDB),Grant Award,El Salvador Growth Mindset,4/9/2021,1,1,LAC-Other,0.0,Allocation,4/27/2021,pi1,Emma Ingrid Naslund-Hadley
BMG-20-10005 Evaluating New Deployments of L1P-aligned Payments Systems,Gates Foundation,Grant Award,Elasticity of Demand of Interoperable Payments in the Philippines,8/14/2020,1,1,Philippines,0.0,Allocation,11/5/2020,pi1,Russell Toth
BMG-20-10005 Evaluating New Deployments of L1P-aligned Payments Systems,Gates Foundation,Grant Award,Elasticity of Demand of Interoperable Payments in the Philippines,8/14/2020,1,1,Philippines,0.0,Allocation,11/5/2020,pi2,Joaquin Emmanuel J Gonzales
BMG-20-10005 Evaluating New Deployments of L1P-aligned Payments Systems,Gates Foundation,Grant Award,Elasticity of Demand of Interoperable Payments in the Philippines,8/14/2020,1,1,Philippines,0.0,Allocation,11/5/2020,pi3,Tiffany Tsai
BMG-20-10005 Evaluating New Deployments of L1P-aligned Payments Systems,Gates Foundation,Grant Award,Elasticity of Demand of Interoperable Payments in the Philippines,8/14/2020,1,1,Philippines,0.0,Allocation,11/5/2020,pi4,Philip Roessler
UMI0006: U of M Electoral Dynamics in the (Philippines),University of Michigan,Grant Award,Electoral Dynamics in the Philippines,3/4/2016,1,1,Philippines,0.0,,5/31/2016,pi1,Nico Ravanilla
UMI0006: U of M Electoral Dynamics in the (Philippines),University of Michigan,Grant Award,Electoral Dynamics in the Philippines,3/4/2016,1,1,Philippines,0.0,,5/31/2016,pi2,Allen Hicken
UMI0006: U of M Electoral Dynamics in the (Philippines),University of Michigan,Grant Award,Electoral Dynamics in the Philippines,3/4/2016,1,1,Philippines,0.0,,5/31/2016,pi3,Michael Davidson
USDOS-20-10001 Human Trafficking Research Initiative,United States Department of State,Grant Award,Eleison Foundation (Philippines),9/1/2020,1,1,,1.0,External Subaward,9/1/2020,pi1,Laura Cordisco Tsai
New Proposal for Banking clients,Inter-American Development Bank (IDB),Grant Proposal,Eliminating Behavioral Barriers to Saving through a Tablet App,3/1/2016,0,1,Peru,0.0,,3/1/2016,pi1,Jeanne Lafortune
"ORA-18-10001: CompStat:  Building Effective, Resilient and Trusted Police Organizations in Mexico",Open Road Alliance,Grant Award,Embedded Evidence Lab - Mexico Security,8/20/2018,1,1,Mexico,0.0,,9/11/2018,pi1,Rodrigo Canales
UCB-23-20025: CEGA Spring 2023 - Measuring the effect of ECT in the Philippines,"University of California, Berkeley",Grant Award,Emergency Cash Transfers in the Philippines,4/9/2023,1,1,Philippines,0.0,Allocation,11/13/2023,pi1,Rachel Pizatella-Haswell
CDCG-18-10000: Employee Welfare Survey for Garment Operators at Ananta Textiles (Bangladesh),CDC Group,Grant Award,Employee Welfare Survey for garment operators at Ananta Textiles.,7/1/2018,1,1,Bangladesh,0.0,,7/28/2018,pi1,Christopher Woodruff
JHU-23-10002: Wellspring for Empowered Entrepreneur Training (Uganda),Johns Hopkins University,Grant Award,Empowered Entrepreneur Training with SEE Change,6/14/2022,1,1,Uganda,0.0,Allocation,5/16/2023,pi1,Anita Shankar
NIH_GIrls_Empowerment_2020-21 (Canceled),Duke University,Grant Award,Empowering Girls in Rural Bangladesh,1/31/2017,1,1,Bangladesh,0.0,,1/31/2017,pi1,Rachel Glennerster
NIH_GIrls_Empowerment_2020-21 (Canceled),Duke University,Grant Award,Empowering Girls in Rural Bangladesh,1/31/2017,1,1,Bangladesh,0.0,,1/31/2017,pi2,Erica Field
NIH_GIrls_Empowerment_2020-21 (Canceled),Duke University,Grant Award,Empowering Girls in Rural Bangladesh,1/31/2017,1,1,Bangladesh,0.0,,1/31/2017,pi3,Iman Sen
NIH_GIrls_Empowerment_2020-21 (Canceled),Duke University,Grant Award,Empowering Girls in Rural Bangladesh,1/31/2017,1,1,Bangladesh,0.0,,1/31/2017,pi4,Shahana Nazneen
WEL3233 - IPV Initiative Phase 2 ? Expanding the Evidence Base and Advancing Pilots Along the Path to Scale.,Wellspring Philanthropic Fund,Grant Award,Empowering Women Microentrepreneurs and IPV,2/13/2018,1,1,,1.0,External Subaward,6/18/2018,pi1,Suzanne Duryea
WEL3233 - IPV Initiative Phase 2 ? Expanding the Evidence Base and Advancing Pilots Along the Path to Scale.,Wellspring Philanthropic Fund,Grant Award,Empowering Women Microentrepreneurs and IPV,2/13/2018,1,1,,1.0,External Subaward,6/18/2018,pi2,Veronica Frisancho
WEL3233 - IPV Initiative Phase 2 ? Expanding the Evidence Base and Advancing Pilots Along the Path to Scale.,Wellspring Philanthropic Fund,Grant Award,Empowering Women Microentrepreneurs and IPV,2/13/2018,1,1,,1.0,External Subaward,6/18/2018,pi3,Martín Valdivia
OCEAN Partnership Grant,United Kingdom Department for International Development (DFID),Grant Proposal,Empowering Women?s Small Businesses for Sustainable Blue Economies,3/24/2025,0,1,Mexico,0.0,Allocation,3/24/2025,pi1,Rodrigo Canales
IGC9301 How did Ebola Impact the Economic Lives of Adolescent Girls?,International Growth Centre (IGC),Grant Award,Empowerment and Livelihood for Adolescents (ELA) Sierra Leone,5/13/2015,1,1,Sierra Leone,0.0,,7/22/2015,pi1,Imran Rasul
IGC9301 How did Ebola Impact the Economic Lives of Adolescent Girls?,International Growth Centre (IGC),Grant Award,Empowerment and Livelihood for Adolescents (ELA) Sierra Leone,5/13/2015,1,1,Sierra Leone,0.0,,7/22/2015,pi2,Markus Goldstein
IGC9301 How did Ebola Impact the Economic Lives of Adolescent Girls?,International Growth Centre (IGC),Grant Award,Empowerment and Livelihood for Adolescents (ELA) Sierra Leone,5/13/2015,1,1,Sierra Leone,0.0,,7/22/2015,pi3,Oriana Bandiera
IGC9301 How did Ebola Impact the Economic Lives of Adolescent Girls?,International Growth Centre (IGC),Grant Award,Empowerment and Livelihood for Adolescents (ELA) Sierra Leone,5/13/2015,1,1,Sierra Leone,0.0,,7/22/2015,pi4,"Niklas Buehren 
PhD Fernando Fernandez"
WBK0005 The Empowerment and Livelihood for Adolescents; Tracking Pilot Survey (Uganda),World Bank,Grant Award,Empowerment and Livelihood for Adolescents (ELA) Uganda,4/4/2016,1,1,Uganda,0.0,,4/4/2016,pi1,Niklas Buehren
WBK0005 The Empowerment and Livelihood for Adolescents; Tracking Pilot Survey (Uganda),World Bank,Grant Award,Empowerment and Livelihood for Adolescents (ELA) Uganda,4/4/2016,1,1,Uganda,0.0,,4/4/2016,pi2,Selim Gulesci
WBK0005 The Empowerment and Livelihood for Adolescents; Tracking Pilot Survey (Uganda),World Bank,Grant Award,Empowerment and Livelihood for Adolescents (ELA) Uganda,4/4/2016,1,1,Uganda,0.0,,4/4/2016,pi3,Imran Rasul
WBK0005 The Empowerment and Livelihood for Adolescents; Tracking Pilot Survey (Uganda),World Bank,Grant Award,Empowerment and Livelihood for Adolescents (ELA) Uganda,4/4/2016,1,1,Uganda,0.0,,4/4/2016,pi4,Oriana Bandiera
WBK0005 The Empowerment and Livelihood for Adolescents; Tracking Pilot Survey (Uganda),World Bank,Grant Award,Empowerment and Livelihood for Adolescents (ELA) Uganda,4/4/2016,1,1,Uganda,0.0,,4/4/2016,pi5,Markus Goldstein
WBK0005 The Empowerment and Livelihood for Adolescents; Tracking Pilot Survey (Uganda),World Bank,Grant Award,Empowerment and Livelihood for Adolescents (ELA) Uganda,4/4/2016,1,1,Uganda,0.0,,4/4/2016,pi6,Robin Burgess
